cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
77785	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
865	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
21985	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
192887	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
94016	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
53118	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
27826	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
88182	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
11155	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
40494	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
24409	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
105688	Organohalogen compounds	Alkyl halides	Alkyl chlorides	unclassified	Alkyl chlorides
212328	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
3038	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
104986	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
4420	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
113356	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
103992	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	unclassified	Guanidines
40599	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
267777	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
3837	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
31155	Phenylpropanoids and polyketides	Isoflavonoids	unclassified	unclassified	Isoflavonoids
11113	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
78004	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic depsipeptides
121005	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
125001	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
145937	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
18243	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Carbamate esters
40327	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
189709	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
69226	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
8557	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
152304	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
133865	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
21132	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
19389	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
153211	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
93053	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
38083	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
178727	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
224850	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
12127	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
36453	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
80243	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
13337	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
191206	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
187562	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
166484	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
112018	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
171164	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
68851	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
82633	unclassified	unclassified	unclassified	unclassified	unclassified
180140	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
40908	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
1248	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
2074	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
190487	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
14259	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
23700	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
4713	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
2095	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
78665	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
18581	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
221256	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
103950	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
34090	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
14278	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
64791	unclassified	unclassified	unclassified	unclassified	unclassified
157013	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
98216	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
141475	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides	Pyrimidine ribonucleoside diphosphates	Pyrimidine ribonucleoside diphosphates
29426	Organohalogen compounds	Aryl halides	unclassified	unclassified	Aryl halides
107917	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
5905	Benzenoids	Benzene and substituted derivatives	Diphenylmethanes	unclassified	Diphenylmethanes
178428	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
159837	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
50212	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
20	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
104162	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
77782	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
238180	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
121006	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
41557	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
7081	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
11203	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
133555	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
152089	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
24991	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
2205	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
4909	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
19162	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
46068	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
225462	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glycosides
33765	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
11850	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
16307	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	unclassified	Fatty acids and conjugates
104327	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
11066	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
2998	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
75358	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
56748	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
141187	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
62707	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
2106	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
112937	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
2018	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
258806	Organoheterocyclic compounds	Diazines	unclassified	unclassified	Diazines
94629	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
43568	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
113176	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
26847	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
146184	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
40067	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
180339	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
73641	Organohalogen compounds	Alkyl halides	Alkyl chlorides	unclassified	Alkyl chlorides
42151	Organoheterocyclic compounds	Oxanes	unclassified	unclassified	Oxanes
241086	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
118269	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
259057	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
139244	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
43763	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
172463	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
199792	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
12541	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
3835	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
198865	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
77549	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
11173	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
38015	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
42713	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
3496	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
130525	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
138831	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Trialkylamines
27096	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
63211	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
12630	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
2314	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
28441	Organohalogen compounds	Organochlorides	unclassified	unclassified	Organochlorides
110727	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
1961	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
174025	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
31895	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
34425	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
44126	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
11306	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
277378	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
94681	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
4711	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
2141	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
77350	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
24443	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
72455	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides	Pyrimidine ribonucleoside diphosphates	Pyrimidine ribonucleoside diphosphates
49493	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
171563	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
267354	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
154994	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	Alkanesulfonic acids and derivatives	Alkanesulfonic acids and derivatives
76779	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
94008	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
104655	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
8158	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
64254	unclassified	unclassified	unclassified	unclassified	unclassified
138139	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
246738	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
218267	Organoheterocyclic compounds	Azoles	Triazoles	unclassified	Triazoles
139404	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
94702	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
103177	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
202252	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
55033	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
2052	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
41722	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
25008	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
143625	Organic acids and derivatives	Organic phosphoric acids and derivatives	unclassified	unclassified	Organic phosphoric acids and derivatives
42474	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
146610	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	unclassified	Guanidines
19877	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
25318	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
3907	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
77607	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
78645	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
38124	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
66891	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
159769	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
161389	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
210284	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
1017	Organohalogen compounds	Aryl halides	Aryl iodides	unclassified	Aryl iodides
49254	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
84821	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
173352	Organic oxygen compounds	Organooxygen compounds	Ethers	unclassified	Ethers
174279	Organoheterocyclic compounds	Diazines	Pyrazines	unclassified	Pyrazines
199918	Organic acids and derivatives	Carboxylic acids and derivatives	unclassified	unclassified	Carboxylic acids and derivatives
91206	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
74935	Nucleosides, nucleotides, and analogues	Pyrimidine nucleosides	unclassified	unclassified	Pyrimidine nucleosides
11100	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
117406	Organic acids and derivatives	Organic phosphonic acids and derivatives	Phosphonic acid esters	unclassified	Phosphonic acid esters
129997	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
18357	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
113777	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
50464	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
30350	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
82015	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids	Carotenoids	Xanthophylls
103741	unclassified	unclassified	unclassified	unclassified	unclassified
205425	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
508	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
184805	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
139217	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
129914	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	unclassified	Tricarboxylic acids and derivatives
155212	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
190078	Organosulfur compounds	Thioethers	Dialkylthioethers	unclassified	Dialkylthioethers
100696	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
77507	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
90273	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
34454	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
68297	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
104302	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Trialkylamines
19901	Organoheterocyclic compounds	Diazinanes	Piperazines	N-alkylpiperazines	N-methylpiperazines
42865	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
278430	Organoheterocyclic compounds	Diazinanes	Piperazines	unclassified	Piperazines
74127	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
18356	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
100715	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
14493	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
44901	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
71096	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
2427	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
18463	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
14283	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
62465	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
52650	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
23354	Organoheterocyclic compounds	Oxanes	unclassified	unclassified	Oxanes
2355	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
54682	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
23276	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
111361	Organoheterocyclic compounds	Azolidines	unclassified	unclassified	Azolidines
190224	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
14383	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
38386	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
225352	Organoheterocyclic compounds	Furans	unclassified	unclassified	Furans
2485	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
2039	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
110649	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
84421	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
95986	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
10870	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
114145	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
2198	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
2748	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
2350	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
179339	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
31908	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
30625	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
114903	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
12269	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
57483	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
50160	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
23213	Organohalogen compounds	Alkyl halides	Alkyl fluorides	unclassified	Alkyl fluorides
164495	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
169975	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
103851	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
19766	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
102513	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
2939	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
43003	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
164683	Benzenoids	Benzene and substituted derivatives	Phenylpropanes	unclassified	Phenylpropanes
134643	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Ketones	Ketones
91175	Lignans, neolignans and related compounds	Furanoid lignans	Tetrahydrofuran lignans	7,7'-epoxylignans	7,7'-epoxylignans
75658	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
227475	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
15783	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
11296	Organosulfur compounds	Sulfonyls	unclassified	unclassified	Sulfonyls
4435	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
