cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
120527	Organohalogen compounds	Organochlorides	unclassified	unclassified	Organochlorides
13616	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Beta amino acids and derivatives
5608	Lipids and lipid-like molecules	Glycerophospholipids	unclassified	unclassified	Glycerophospholipids
148517	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	Benzoic acid esters
34448	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
215893	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid C-glycosides	Flavonoid C-glycosides
92852	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
109273	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
157163	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
77444	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
83287	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Galloyl esters
71109	Lipids and lipid-like molecules	Steroids and steroid derivatives	unclassified	unclassified	Steroids and steroid derivatives
35891	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
51366	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
29544	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
16358	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
15642	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Dichlorobenzenes
64152	unclassified	unclassified	unclassified	unclassified	unclassified
157024	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides	unclassified	Coumarin glycosides
154890	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
12893	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
39095	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
87767	Organohalogen compounds	Alkyl halides	Alkyl fluorides	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives
37544	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
21694	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
61438	Lignans, neolignans and related compounds	Lignan glycosides	unclassified	unclassified	Lignan glycosides
13958	Phenylpropanoids and polyketides	Flavonoids	Flavones	Flavonols	Flavonols
56259	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
216290	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
87063	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
120611	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
93209	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
108208	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
78459	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
109312	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
18160	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives	Quinic acids and derivatives
109295	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
89168	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Hydroxy fatty acids	Hydroxy fatty acids
25192	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
4698	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
32751	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
184231	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
113007	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
197457	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
161	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
87149	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid C-glycosides	Flavonoid 8-C-glycosides
48128	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
62782	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	unclassified	1-benzopyrans
63142	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Oligosaccharides	Oligosaccharides
19355	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
9089	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Sugar acids and derivatives	O-glucuronides
98488	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	C-nitro compounds
148636	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
46447	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
23837	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
123940	Benzenoids	Benzene and substituted derivatives	Methoxybenzenes	Dimethoxybenzenes	Dimethoxybenzenes
11513	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	3'-O-methylated flavonoids	3'-O-methylated flavonoids
45754	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
109984	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Hydroxybenzoic acid derivatives
61861	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
22541	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
39101	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
34647	Benzenoids	Benzene and substituted derivatives	Benzenesulfonic acids and derivatives	unclassified	Benzenesulfonic acids and derivatives
25453	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside diphosphates	Purine ribonucleoside diphosphates
83438	unclassified	unclassified	unclassified	unclassified	unclassified
1608	Organohalogen compounds	Aryl halides	unclassified	unclassified	Aryl halides
188324	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
148910	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
21081	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
35751	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	p-Hydroxybenzoic acid alkyl esters
48276	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
203457	Lipids and lipid-like molecules	Prenol lipids	Terpene lactones	unclassified	Terpene lactones
106053	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	unclassified	Fatty acids and conjugates
36365	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
39769	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
45529	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
71933	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
125527	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
178080	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides	unclassified	Coumarin glycosides
80959	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
26763	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Cinnamic acid amides	unclassified	Cinnamic acid amides
49761	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
89243	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	3'-hydroxyflavonoids	3'-hydroxyflavonoids
27143	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
98481	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
169215	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	unclassified	Tricarboxylic acids and derivatives
28647	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
34938	unclassified	unclassified	unclassified	unclassified	unclassified
79510	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
88742	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
847	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
176190	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Phenylalanine and derivatives
61144	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
120533	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
1415	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
210691	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Ketones	Aryl ketones
90935	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
164633	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
58	unclassified	unclassified	unclassified	unclassified	unclassified
16819	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
72078	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
60497	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-7-O-glycosides
115967	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
72646	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
13319	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
181588	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
121113	Phenylpropanoids and polyketides	Coumarins and derivatives	unclassified	unclassified	Coumarins and derivatives
14601	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Galloyl esters
54954	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
9791	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
34993	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
7394	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
54839	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
171688	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
74497	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
5384	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
109260	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
61133	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
45733	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
25477	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
109703	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
25426	Organoheterocyclic compounds	Oxanes	unclassified	unclassified	Oxanes
35128	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	unclassified	Tricarboxylic acids and derivatives
92967	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
92976	Lipids and lipid-like molecules	Glycerolipids	Monoradylglycerols	Monoacylglycerols	1-monoacylglycerols
34889	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
29702	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
35039	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
43714	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
20923	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	5-hydroxyflavonoids	5-hydroxyflavonoids
35332	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
120367	Organic acids and derivatives	Hydroxy acids and derivatives	unclassified	unclassified	Hydroxy acids and derivatives
20637	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
32527	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	5-hydroxyflavonoids	5-hydroxyflavonoids
207856	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
934	Organoheterocyclic compounds	Benzimidazoles	unclassified	unclassified	Benzimidazoles
35377	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
25819	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
69520	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
22356	Phenylpropanoids and polyketides	Tannins	unclassified	unclassified	Tannins
15082	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
105072	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
211024	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
120460	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
98804	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
22107	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
78777	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
10517	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
35698	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
86561	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
111337	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
147600	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	unclassified	Hydroxysteroids
11681	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
98143	Organic acids and derivatives	Hydroxy acids and derivatives	Alpha hydroxy acids and derivatives	unclassified	Alpha hydroxy acids and derivatives
118081	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
83585	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
35275	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
36682	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
13383	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
13414	Benzenoids	Benzene and substituted derivatives	Diphenylmethanes	unclassified	Diphenylmethanes
36583	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
79975	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
11008	Lipids and lipid-like molecules	Prenol lipids	Terpene lactones	unclassified	Terpene lactones
13057	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
12030	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
286	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
87281	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
61014	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
39410	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	unclassified	Eicosanoids
3433	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
69320	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
164705	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside diphosphates	Purine ribonucleoside diphosphates
39090	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
34415	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
61164	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
44612	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
302	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
130695	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
92561	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
12554	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glycosides
32308	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
36018	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
105808	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	unclassified	Steroid esters
190330	Organoheterocyclic compounds	Indoles and derivatives	Indoles	unclassified	Indoles
61160	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives	Quinic acids and derivatives
98492	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
815	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
113710	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
97613	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	p-Hydroxybenzoic acid alkyl esters
226567	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Cyclohexanols
35742	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	unclassified	Fatty acids and conjugates
83094	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
6351	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Methoxybenzoic acids and derivatives	Methoxybenzoic acids and derivatives
243900	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
162545	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
35382	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
9725	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
31568	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
176173	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
61331	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	unclassified	Pyrimidines and pyrimidine derivatives
138	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	Arylsulfonic acids and derivatives	1-sulfo,2-unsubstituted aromatic compounds
19826	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
35862	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
120657	Nucleosides, nucleotides, and analogues	5'-deoxyribonucleosides	unclassified	unclassified	5'-deoxyribonucleosides
89701	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
6106	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid C-glycosides	Flavonoid 8-C-glycosides
36138	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
172221	Lipids and lipid-like molecules	Steroids and steroid derivatives	unclassified	unclassified	Steroids and steroid derivatives
148179	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
196814	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	3-hydroxysteroids	3-hydroxysteroids
193919	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
28646	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
202822	Benzenoids	Phenols	unclassified	unclassified	Phenols
114143	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
34641	Organohalogen compounds	Alkyl halides	Alkyl fluorides	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives
6289	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
18126	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
16250	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
89015	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
71359	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
94471	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
57701	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	Neutral glycosphingolipids	Glycosyl-N-acylsphingosines
49040	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
61808	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
6280	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Gamma-glutamyl peptides
174470	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	unclassified	1-benzopyrans
120129	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
211376	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
16071	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
12601	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
13715	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
174484	Organic acids and derivatives	Organic sulfuric acids and derivatives	Sulfuric acid esters	Sulfuric acid monoesters	Sulfuric acid monoesters
73556	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
12849	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	Neutral glycosphingolipids	Glycosyl-N-acylsphingosines
59810	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
94417	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives	Quinic acids and derivatives
88324	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
130107	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
41677	unclassified	unclassified	unclassified	unclassified	unclassified
223375	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
119986	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
109321	Phenylpropanoids and polyketides	Tannins	unclassified	unclassified	Tannins
170094	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
191272	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
13051	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
197460	Organoheterocyclic compounds	Indoles and derivatives	Indoles	unclassified	Indoles
86735	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
45520	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
